Fold,P_on,P_off,QRS_on,QRS_off,T_on,T_off
1,0.8562788651858368,0.8563888277985485,0.9862911498647766,0.9861978923808635,0.8953552877099198,0.888496646326088
2,0.8572845492616266,0.8609213136433768,0.9819923548104822,0.9819923548104822,0.9284954039671021,0.9213352685050797
Mean,0.8567817072237317,0.8586550707209626,0.9841417523376295,0.9840951235956729,0.9119253458385109,0.9049159574155838
